Actividad Económica,Producto,Enero 1992,Febrero 1992,Marzo 1992,Abril 1992,Mayo 1992,Junio 1992,Julio 1992,Agosto 1992,Septiembre 1992,Octubre 1992,Noviembre 1992,Diciembre 1992,Enero 1993,Febrero 1993,Marzo 1993,Abril 1993,Mayo 1993,Junio 1993,Julio 1993,Agosto 1993,Septiembre 1993,Octubre 1993,Noviembre 1993,Diciembre 1993,Enero 1994,Febrero 1994,Marzo 1994,Abril 1994,Mayo 1994,Junio 1994,Julio 1994,Agosto 1994,Septiembre 1994,Octubre 1994,Noviembre 1994,Diciembre 1994,Enero 1995,Febrero 1995,Marzo 1995,Abril 1995,Mayo 1995,Junio 1995,Julio 1995,Agosto 1995,Septiembre 1995,Octubre 1995,Noviembre 1995,Diciembre 1995,Enero 1996,Febrero 1996,Marzo 1996,Abril 1996,Mayo 1996,Junio 1996,Julio 1996,Agosto 1996,Septiembre 1996,Octubre 1996,Noviembre 1996,Diciembre 1996,Enero 1997,Febrero 1997,Marzo 1997,Abril 1997,Mayo 1997,Junio 1997,Julio 1997,Agosto 1997,Septiembre 1997,Octubre 1997,Noviembre 1997,Diciembre 1997,Enero 1998,Febrero 1998,Marzo 1998,Abril 1998,Mayo 1998,Junio 1998,Julio 1998,Agosto 1998,Septiembre 1998,Octubre 1998,Noviembre 1998,Diciembre 1998,Enero 1999,Febrero 1999,Marzo 1999,Abril 1999,Mayo 1999,Junio 1999,Julio 1999,Agosto 1999,Septiembre 1999,Octubre 1999,Noviembre 1999,Diciembre 1999,Enero 2000,Febrero 2000,Marzo 2000,Abril 2000,Mayo 2000,Junio 2000,Julio 2000,Agosto 2000,Septiembre 2000,Octubre 2000,Noviembre 2000,Diciembre 2000,Enero 2001,Febrero 2001,Marzo 2001,Abril 2001,Mayo 2001,Junio 2001,Julio 2001,Agosto 2001,Septiembre 2001,Octubre 2001,Noviembre 2001,Diciembre 2001,Enero 2002,Febrero 2002,Marzo 2002,Abril 2002,Mayo 2002,Junio 2002,Julio 2002,Agosto 2002,Septiembre 2002,Octubre 2002,Noviembre 2002,Diciembre 2002,Enero 2003,Febrero 2003,Marzo 2003,Abril 2003,Mayo 2003,Junio 2003,Julio 2003,Agosto 2003,Septiembre 2003,Octubre 2003,Noviembre 2003,Diciembre 2003,Enero 2004,Febrero 2004,Marzo 2004,Abril 2004,Mayo 2004,Junio 2004,Julio 2004,Agosto 2004,Septiembre 2004,Octubre 2004,Noviembre 2004,Diciembre 2004,Enero 2005,Febrero 2005,Marzo 2005,Abril 2005,Mayo 2005,Junio 2005,Julio 2005,Agosto 2005,Septiembre 2005,Octubre 2005,Noviembre 2005,Diciembre 2005,Enero 2006,Febrero 2006,Marzo 2006,Abril 2006,Mayo 2006,Junio 2006,Julio 2006,Agosto 2006,Septiembre 2006,Octubre 2006,Noviembre 2006,Diciembre 2006,Enero 2007,Febrero 2007,Marzo 2007,Abril 2007,Mayo 2007,Junio 2007,Julio 2007,Agosto 2007,Septiembre 2007,Octubre 2007,Noviembre 2007,Diciembre 2007,Enero 2008,Febrero 2008,Marzo 2008,Abril 2008,Mayo 2008,Junio 2008,Julio 2008,Agosto 2008,Septiembre 2008,Octubre 2008,Noviembre 2008,Diciembre 2008,Enero 2009,Febrero 2009,Marzo 2009,Abril 2009,Mayo 2009,Junio 2009,Julio 2009,Agosto 2009,Septiembre 2009,Octubre 2009,Noviembre 2009,Diciembre 2009,Enero 2010,Febrero 2010,Marzo 2010,Abril 2010,Mayo 2010,Junio 2010,Julio 2010,Agosto 2010,Septiembre 2010,Octubre 2010,Noviembre 2010,Diciembre 2010,Enero 2011,Febrero 2011,Marzo 2011,Abril 2011,Mayo 2011,Junio 2011,Julio 2011,Agosto 2011,Septiembre 2011,Octubre 2011,Noviembre 2011,Diciembre 2011,Enero 2012,Febrero 2012,Marzo 2012,Abril 2012,Mayo 2012,Junio 2012,Julio 2012,Agosto 2012,Septiembre 2012,Octubre 2012,Noviembre 2012,Diciembre 2012,Enero 2013,Febrero 2013,Marzo 2013,Abril 2013,Mayo 2013,Junio 2013,Julio 2013,Agosto 2013,Septiembre 2013,Octubre 2013,Noviembre 2013,Diciembre 2013,Enero 2014,Febrero 2014,Marzo 2014,Abril 2014,Mayo 2014,Junio 2014,Julio 2014,Agosto 2014,Septiembre 2014,Octubre 2014,Noviembre 2014,Diciembre 2014,Enero 2015,Febrero 2015,Marzo 2015,Abril 2015,Mayo 2015,Junio 2015,Julio 2015,Agosto 2015,Septiembre 2015,Octubre 2015,Noviembre 2015,Diciembre 2015,Enero 2016,Febrero 2016,Marzo 2016,Abril 2016,Mayo 2016,Junio 2016,Julio 2016,Agosto 2016,Septiembre 2016,Octubre 2016,Noviembre 2016,Diciembre 2016,Enero 2017,Febrero 2017,Marzo 2017,Abril 2017,Mayo 2017,Junio 2017,Julio 2017,Agosto 2017,Septiembre 2017,Octubre 2017,Noviembre 2017,Diciembre 2017,Enero 2018,Febrero 2018,Marzo 2018,Abril 2018,Mayo 2018,Junio 2018,Julio 2018,Agosto 2018,Septiembre 2018,Octubre 2018,Noviembre 2018,Diciembre 2018,Enero 2019,Febrero 2019,Marzo 2019,Abril 2019,Mayo 2019,Junio 2019,Julio 2019,Agosto 2019,Septiembre 2019,Octubre 2019,Noviembre 2019,Diciembre 2019,Enero 2020,Febrero 2020,Marzo 2020,Abril 2020,Mayo 2020,Junio 2020,Julio 2020,Agosto 2020,Septiembre 2020,Octubre 2020,Noviembre 2020,Diciembre 2020,Enero 2021,Febrero 2021,Marzo 2021,Abril 2021,Mayo 2021,Junio 2021,Julio 2021,Agosto 2021,Septiembre 2021,Octubre 2021,Noviembre 2021,Diciembre 2021,Enero 2022,Febrero 2022,Marzo 2022,Abril 2022,Mayo 2022,Junio 2022,Julio 2022,Agosto 2022,Septiembre 2022,Octubre 2022,Noviembre 2022,Diciembre 2022,Enero 2023(p),Febrero 2023(p),Marzo 2023(p),Abril 2023(p),Mayo 2023(p),Junio 2023(p),Julio 2023(p),Agosto 2023(p),Septiembre 2023(p),Octubre 2023(p),Noviembre 2023(p),Diciembre 2023(p),Enero 2024(p),Febrero 2024(p),Marzo 2024(p),Abril 2024(p),Mayo 2024(p),Junio 2024(p),Julio 2024(p),Agosto 2024(p),Septiembre 2024(p),Octubre 2024(p),Noviembre 2024(p),Diciembre 2024(p),Enero 2025(p),Febrero 2025(p),Marzo 2025(p)
"AGRICULTURA, GANADERÍA, CAZA SILVICULTURA Y PESCA","AGRICULTURA, GANADERÍA, CAZA SILVICULTURA Y PESCA",3046.549,6665.044999999999,13105.32,1707.353,2764.3379999999993,21531.847999999998,11890.800000000001,9267.837,6028.67,17154.537999999997,2775.734,1670.2810000000002,2129.327,1137.057,816.799,1346.7549999999999,14039.568000000003,21526.205,12775.97,22029.832,3202.749,5716.11,3916.8010000000004,5300.937999999998,7926.349999999999,882.2769999999999,12615.025000000001,20286.171000000002,20956.497,26372.184000000005,34444.35800000001,19402.638000000003,21398.088999999993,29800.515,4258.157,38004.54099999999,10186.895999999999,3806.286,32807.103,16881.884,43643.52100000001,36137.382,6901.557000000001,28669.06,36708.699,12975.896999999999,10822.798000000003,11215.203000000001,2982.6069999999995,18713.958999999995,12185.889000000001,18811.172999999995,23357.755999999998,32225.249999999996,51393.93699999999,38390.001,43799.83400000001,58021.691,23874.566999999995,8555.543000000001,7226.776,3888.0679999999998,5901.653,36767.011999999995,27854.152000000002,31957.431,70770.243,43675.666000000005,12925.623,9814.665000000003,13822.836999999998,28958.642000000003,17742.213999999996,3855.9759999999997,5718.928999999999,21337.365,36343.524999999994,22373.578,38245.50599999998,34235.121999999996,23172.715,15025.094000000003,11978.408999999998,12857.333999999999,17786.636999999995,2919.5460000000003,24572.535999999996,19246.225,16838.003,35341.474,46262.763000000006,30194.966,28534.540999999997,19442.809,7782.486000000001,10346.807000000003,6908.597999999998,3811.226,11741.823,13180.527000000002,36772.315,40557.246,48797.623000000014,46521.923,41812.277,11741.544,4221.718000000001,4486.066999999999,3261.2219999999998,1926.4680000000003,3404.869,5027.303000000001,6721.044,10049.331,5519.989619999999,7036.43731,9911.400299999998,12865.834799999997,6886.532950000001,6278.3825,4160.487800000001,2946.2409000000002,3432.7597499999997,4346.8918,5856.001039999999,6063.498599999999,13655.53132,21256.8362,16129.414439999997,11154.61657,7128.818830000001,7099.45722,4322.91525,4611.9819,3986.1883,4702.5228,41556.0816,30579.024520000006,33278.116930000004,11162.97919,14183.762010000002,10359.838919999997,23764.44663,21485.6061,31077.337099999997,5345.176850000001,7975.393909999999,17607.63268,16967.416170000004,20429.721669999995,20527.903980000003,23567.42344,17704.40871,16340.78267,16825.73977,19673.904799999997,11465.637780000001,20567.19599,18349.96706,24138.91463,32085.771189999996,21122.79232,29996.661549999993,35567.96323,29508.48,19514.311360000003,15953.497429999998,31753.588399999993,20273.858610000003,15356.574779999999,22109.42133000001,21289.611119999998,22776.49028,26876.756430000005,21550.36018,22036.087330000002,28177.687970000003,38483.27967,30865.895089999998,20719.427020000003,19552.98348,13777.486500000003,17795.537170000003,16591.429930000002,33009.040940000006,42994.97724,23430.803399999997,25817.109910000003,24105.696120000004,36137.20031,24895.00329,26270.0053,16417.3368,36322.23758,23930.196919999995,25612.85807,27897.779710000006,22710.01855,29110.192719999995,38729.47405,32568.11048,68751.74309,52654.828219999996,37918.805779999995,28796.49643,31424.51535,57010.95813,33274.99856,35642.85285,29566.11492,46735.60554999999,41337.911100000005,58164.17576,68595.97007,53724.46292,39814.07978,25937.40391,21762.898839999998,29574.642570000004,25328.662020000007,22291.50666,58708.815950000004,41972.592300000004,45113.4261,55378.32557,44824.25627,20507.9585,18116.386810000004,16696.51998,13783.232750000001,17171.542540000002,18697.18894,14539.24301,15166.197689999999,18928.77963000001,23333.583820000003,28593.276469999997,20271.327870000005,23864.077889999993,31491.981689999997,19010.710879999995,16542.74743,20108.963069999998,25095.32357,28305.570700000007,54492.85826,47592.74931000001,99216.77287999999,88008.24457,58179.002409999994,54354.77733999999,94564.36492,73480.68065,59562.26768000001,45919.95880000001,68518.74049999999,84811.12613999998,96932.24296000002,91186.97184999999,93980.54273999999,96180.79271000001,73004.48779000003,47492.63385,63248.70682,52391.887539999996,22600.193229999993,22532.106759999995,41007.59895000001,73784.81899,52960.86201999999,36539.4223,20646.63738,22476.213899999995,27716.010310000005,31321.04507,30592.26616,19785.797879999995,13841.98119,23840.668569999998,23018.27549,30866.515639999994,31701.55079,35910.133689999995,33090.339589999996,46743.76080999999,51342.10776,27567.680849999997,37584.32767,33292.869470000005,19606.024129999994,29371.720380000002,31280.061830000006,47366.62198,51080.94224000001,34853.958470000005,31950.390570000007,27278.635590000005,24159.461779999998,24295.05919,20680.514740000002,27926.56594,21013.401819999995,23903.412770000003,24543.37946,21975.673740000002,19387.958779999994,16500.52096,18452.453279999998,22528.83988,22875.699280000004,26421.92556,21504.31286,20407.979239999997,19901.84318,27647.884920000004,22804.68479,22618.25598,16720.234429999997,21038.254109999994,19242.21046,22087.638369999997,25901.412080000002,24295.10392,25503.391740000003,20394.560999999998,23372.11094,28147.832039999998,21985.702090000006,22086.54092,17722.90612,18598.63664,20263.166729999994,20075.157140000003,18063.51989,7118.1798499999995,30974.819420000003,23618.199270000005,15383.27317,23413.473850000002,21398.23424,22568.937549999995,17681.008420000002,16994.01616,14270.55352,25141.340679999998,28760.744020000002,31731.05387,33608.37422,25808.54398,26477.63711,30116.769760000003,22368.53083,37206.07476,52539.27506,33309.29113,31097.049269999996,30641.118540000003,37200.41965,35288.90453,38094.05243,29442.46031,40301.57381,72230.08695,96731.83832000001,120786.98221,113243.21982000001,112131.20766,103806.23266,77826.66761,33393.723659999996,22783.14264,32710.759380000003,19596.39397,25825.24835,102510.04243999999,87974.24824,109363.18913000001,65451.988450000004,53305.33683,63565.6895,37380.49651,61802.012650000004,35147.8565,32976.83752,19658.522709999994,42376.135819999996,29292.07271,40337.200059999996,43751.818179999995,52874.644239999994,57884.242329999994,35638.83825,35010.099930000004,25992.353990000003,31480.68118,28010.008539999995,19336.039940000002,19760.99141,19400.73002
"AGRICULTURA, GANADERÍA, CAZA SILVICULTURA Y PESCA",Castaña,421.168,124.169,261.038,608.241,336.648,539.4440000000001,881.941,711.5409999999999,696.029,783.839,756.509,486.693,965.838,486.967,370.8,187.538,533.706,671.837,1229.711,797.4739999999999,853.587,1014.5360000000001,745.032,389.34000000000003,239.734,294.506,289.795,572.892,639.905,873.903,1085.06,928.45,731.362,710.762,713.2049999999999,404.532,95.86,358.635,358.734,373.673,578.096,834.466,897.605,1127.297,960.5759999999999,763.4580000000001,723.803,593.642,375.002,399.205,328.121,420.969,1032.473,985.0899999999999,1301.355,1154.3609999999999,1242.3210000000001,1387.809,806.914,527.336,438.657,73.867,171.468,499.604,1111.782,1388.775,1392.529,1001.572,1339.686,1043.235,871.239,628.6419999999999,612.63,391.1,606.303,784.87,1061.931,854.442,1521.689,697.704,1300.47,974.791,977.674,996.844,602.009,196.731,362.968,346.0,1214.023,1589.163,1182.705,1198.116,1617.427,1123.684,985.281,560.536,156.68,364.64,895.4,1416.115,1648.971,1116.103,896.332,1514.799,1292.732,1195.08,1263.298,1608.399,277.9,188.405,830.0,1423.132,1413.099,1438.665,1703.865,1126.553,1414.4,1518.42,1251.4432,1350.6,1152.0,793.4,633.2,919.2,1365.58,1355.2,2134.6,1296.455,1415.6,1428.13,922.20272,652.0,588.88,367.6,902.8,1424.0,1284.0,1627.125,1980.937,1830.3,2463.04,930.0,2064.8,799.905,260.6,320.0,960.1,1232.12,1919.5,1712.22,1842.55,1915.53,2212.75,978.454,824.0,524.43,272.06,422.856,1087.584,1541.536,1713.83,1921.868,2623.6372,1701.3996000000002,1638.729,1449.083,1056.42,1059.32,566.132,532.53,1564.348,871.872,2025.616,1774.38,2067.0879999999997,2232.51305,2004.074,1773.79396,1776.89188,1347.83496,1509.9443600000002,1120.472,1016.048,1493.576,1751.0398799999998,1954.336,1973.26,1838.244,2132.83296,1839.588,1566.548,1723.26,975.7486,866.996,1130.424,1447.564,1970.976,2522.608,2380.304,1987.9923999999999,1911.134,2180.68537,1522.975,967.505,1115.236,894.35193,1381.9584499999999,1051.6010800000001,2124.2013199999997,2492.18717,2502.613,2285.743,2172.91621,1720.2823700000001,2209.9775,1401.9953,867.9424399999999,806.43709,1150.49277,1822.55826,2240.94366,2341.6267199999998,2222.34031,2300.9208399999998,2214.47462,1956.87928,1416.14993,859.36846,679.61339,849.36462,975.9349299999999,1759.3036000000002,2228.0086800000004,2032.15988,1806.7861599999999,2271.72112,2298.32408,1723.64704,1448.01348,589.60113,818.4224399999999,884.72321,1238.6747400000002,1542.4493000000002,1936.85858,1910.8636000000001,2545.9714900000004,2378.1567999999997,2344.09648,1659.9208,2059.18542,2072.0454799999998,1547.42981,1188.85917,1241.984,1703.09704,1770.6003999999998,2138.15584,2008.47904,1978.15192,1765.43172,1737.50727,1672.75899,1441.58314,1535.3644399999998,1251.64826,1042.53055,1974.2571599999999,2865.1799600000004,2482.31372,2952.00168,2865.86972,2654.25267,1907.82184,2272.75476,1682.4166699999998,731.76497,931.6887199999999,1429.97,1860.58919,2549.89407,2674.41955,2531.1044900000006,2688.3085899999996,2460.4566099999997,2680.8192999999997,2442.2472799999996,1615.43162,692.4223199999999,903.24928,1984.67004,2561.69437,3167.46231,2820.22616,3162.75214,2393.81117,2139.66936,2248.1372,2483.9574700000003,1529.5951200000002,695.22649,1075.384,1623.4734399999998,1759.752,1948.27104,1999.32692,1753.19404,1391.23132,929.96286,448.82971999999995,134.57,352.722,681.915,1236.98488,2124.3217200000004,2314.22048,2825.01044,2664.12368,3013.4772000000003,2569.79096,1922.4591599999999,2179.7134,2222.054,1874.00226,1316.0558,1252.86336,2085.304,2594.15652,1921.62724,1808.17732,1728.6706,2570.67973,1675.8650700000003,1962.0023600000002,1582.5685600000002,2844.18969,1140.4746200000002,1366.02629,1481.5694799999999,1651.1136000000001,2079.282,2165.82081,2092.78728,2020.12957,2610.9153199999996,3135.4418100000003,3032.27668,1663.4455,1367.056,2006.42954,2423.6540000000005,2059.016,2684.07082,2378.5597700000003,2604.4162899999997,2840.5152900000007,1809.2371699999999,1302.1963000000003,880.7560000000001,608.392,421.0,1037.4755,2055.25108,2883.0707199999997,4057.8314,2947.2403499999996,3665.53991,2625.07046,2073.34348,2033.6582,1382.64489,1268.8151899999998,840.85149,1211.13711,1152.55502,1508.8048000000001,1972.09948,2297.11717,2480.1424,2050.6024399999997,1999.9924,2788.24248,2221.48204,2163.16212,886.54156,1352.32546,2482.2771999999995,2802.3184,2717.63094,2878.1910399999992,3590.7319200000006,2797.4942199999996,2967.7773600000005,2283.97976,1519.39077,1401.0388799999998,787.968,1044.34126,1554.8360799999998
"AGRICULTURA, GANADERÍA, CAZA SILVICULTURA Y PESCA",Semillas y Habas de Soya,1485.775,4704.61,12240.84,50.0,1638.36,19786.05,8179.597,5645.958,3401.68,12805.505,50.0,50.0,508.95,316.963,,86.0,12150.0,18300.0,9987.38,19465.84,810.3,3504.5,2300.0,3847.6,6700.0,123.322,11600.0,17887.36,18816.55,22476.005,30245.33,13582.61,16244.0,18012.65,1528.166,32641.831,7828.09,2841.416,31517.253,15025.0,37719.489,29744.91,2261.331,24742.04,33182.0,8449.595,7400.0,8115.75,750.0,15485.52,9936.555,16099.51,19232.451,25211.297,41785.93,31986.355,36496.232,48093.195,15787.85,4649.8,2937.0,730.0,2474.8,32357.623,22513.76,25761.611,64510.171,36110.475,5487.814,3152.36,6773.34,22652.886,15021.352,1390.0,1774.76,18098.536,31861.101,17568.922,33713.679,30638.767,15048.471,8524.232,8764.220000000001,9761.264,15431.007,1017.0,22415.41,15995.032,11676.593,30411.797,40992.728,21657.542,6863.253,11840.76,439.856,1333.143,4602.558,50.928,8794.03,9994.95,31780.045,35421.681,45250.53,41406.402,34130.154,4298.08,120.965,90.0,217.968,40.0,67.0,427.0,1455.0,5074.0,97.0,210.0,,635.0,477.0,140.0,,81.7,273.5,1363.4,396.0,992.54,7238.376,13278.386,3003.722,90.0,1306.0,1149.0,90.0,805.93,160.0,90.0,35798.155,23344.786,25210.366,3443.7857999999997,1595.54,70.0,12960.645,11660.135,23077.834,27.5,,9076.376,8166.332,11965.166,10553.89,12264.0086,218.98,885.0,4774.9,9112.0,4817.0,12468.0,9706.82668,13606.27,20603.418,11067.402,13887.283,20487.271,11276.006,5018.0,3781.0,19760.71,7773.487,5943.189,9457.348,12364.504630000001,6873.139,10275.68,6210.342,3966.247,4635.141,849.038,867.04,1006.77,1051.39,240.0,900.0,3070.57,16124.394,15205.349,8191.644,10639.589,3259.834,3004.83,2134.372,2325.5,2438.91,13132.143,3024.09,12381.947,15147.505,8489.3,9071.758,5810.0,5814.29,8398.371,3648.32,5150.609,4176.065,10161.54,11873.255,16335.693,18504.777,10124.24,16116.29,10227.16,8600.11,1530.36,13879.404,13396.936,2536.06,2517.79,2342.06,6773.53,6474.59,10571.47,3681.36,4343.2,2111.78,4360.12,3530.01,1986.27,3015.01,410.5,956.83,2328.51,690.07,688.55,984.12,3120.37,2674.85,2210.25,6034.9,8781.9,2092.55,2862.08,5015.79,9365.81,8773.07,34483.157,23656.05,69725.989,50844.662,20447.174,20589.514,51123.8,37516.044,29875.862,22437.476,41974.923,65631.687,75887.634,72533.832,73828.636,62830.499,41179.533,28045.15,41657.7022,32699.579,9490.337,3572.97,18161.86,52851.693,36318.35,18752.73,3819.815,237.0,4724.83,1578.67,1428.574,,,,,,416.0,3658.64,1566.98,491.5,114.0,210.0,386.0,84.0,476.0,1181.0,4918.83,24451.689,32262.285,12463.43,7389.18,2669.28,764.0,1799.92,2437.59,2452.31,,446.0,3397.74,3649.86,1812.44,197.0,544.0,112.0,118.0,716.0,442.0,768.5,600.0,937.0,461.05,1056.0,870.0,541.0,626.0,335.0,442.0,253.0,533.0,1113.0,688.0,498.0,971.0,1678.8,855.0,999.0,411.0,459.0,789.0,112.0,2528.18,2986.93,752.0,290.0,1082.0,1208.5,443.0,358.0,324.0,805.0,325.0,4316.57,6267.66,276.0,1792.5,346.0,1022.91,14856.18,22581.835,3347.4,6618.33,7484.11,10241.68,7445.01,10998.58,7608.34,18369.23,42466.183,75295.122,98350.50200000001,96168.10500000001,92454.886,84820.649,60092.545,12785.78,7585.5,8819.85,459.31,9130.366,80486.715,67767.918,91056.24900000001,49066.582,34057.318,45471.017,18068.954,38541.342000000004,14476.0,10597.21,2096.0,21183.6,6992.7,20052.62,24804.913999999997,34656.806,42773.081999999995,15640.43,13468.369999999999,9242.5997,6365.71,5113.99,,,
"AGRICULTURA, GANADERÍA, CAZA SILVICULTURA Y PESCA",Quinua,18.0,36.33,18.0,53.881,18.0,53.732,36.021,74.342,36.0,72.362,23.09,53.479,1.052,18.5,53.652,24.5,18.635,96.518,18.421,75.928,61.172,58.769,36.546,74.0,75.232,36.111,67.64,28.136,91.964,87.716,82.486,117.056,152.261,113.077,164.404,141.42,184.304,200.454,97.984,122.944,76.994,155.947,99.675,57.82,144.245,140.701,145.902,64.951,105.9,67.855,131.332,93.743,90.37,198.56,188.278,148.958,218.641,214.915,141.778,113.961,193.189,98.545,212.612,128.0,170.4,153.451,193.064,138.904,142.494,93.6,102.4,148.9,112.721,84.092,129.004,112.907,135.79,77.389,99.967,100.314,191.094,73.004,185.277,103.835,136.232,67.235,170.75,96.213,165.804,94.8,235.215,250.708,154.315,233.243,194.594,231.077,113.635,110.162,134.431,94.837,74.608,133.135,75.312,127.619,132.077,153.583,141.867,140.07,116.438,135.33,208.924,227.072,262.084,180.714,154.559,131.13754999999998,219.8945,119.8814,211.9274,155.37439999999998,91.6648,119.407,168.026,226.9214,124.936,93.73,172.525,149.985,183.2176,168.84229000000002,222.16159,297.9283,157.0655,250.00539999999998,158.2826,228.898,301.448,182.32760000000002,274.2965,140.22654999999997,349.5579,255.6046,262.009,241.89145000000002,201.98229999999998,236.67870000000002,314.06913000000003,374.73159999999996,282.89038,281.0604,237.816,262.7654,416.2428,348.38995,366.75046999999995,544.52162,187.87027,228.26451999999998,557.7216800000001,438.68384000000003,336.1373,367.25908000000004,519.4829,431.4088,420.34858,413.7898,485.77327,439.35720000000003,332.21979999999996,358.37526,548.8407,524.9914100000001,651.0008399999999,548.4755200000001,602.34736,800.3258000000001,849.98096,760.11748,839.68692,828.8373399999999,610.0888,605.4869,668.8660600000001,642.0062800000001,802.19696,834.89048,972.51688,988.5751,1120.2023000000002,1019.7245,1190.6155,1000.81226,781.17022,716.13368,853.51388,820.6956600000001,824.61274,725.7342,807.5719399999999,1015.1824,790.7021,1185.82904,978.6274599999999,811.14919,737.1705400000001,698.2886,862.68802,989.5907900000001,1140.1873799999998,1067.21896,1409.5807,1399.60708,1628.41082,1607.3609199999999,1360.2986,1476.03452,837.50082,859.41536,1143.99548,1385.5593800000001,1220.1408999999999,1398.9727,1563.64296,1088.11626,1802.20335,1488.19179,1366.70164,1247.13011,837.1848,1609.99221,1391.93498,1542.2928,1381.9786299999998,1861.28291,2026.8088400000001,2086.83912,1926.8143300000002,1834.1373999999998,1868.48494,1811.86438,1423.68058,1547.56638,2091.36225,1704.89381,1762.2663200000002,1963.5235400000001,2449.6877400000003,2849.63058,2664.4371800000004,2471.0768199999998,2356.5167,2726.4437000000003,2015.40902,1691.36664,2287.1391,2834.1043999999997,3527.67304,3457.59978,3988.2124599999997,3262.8208999999997,2844.79126,3399.47516,2400.62214,3036.7643700000003,1957.85096,2290.4247,2106.03972,2101.45385,3189.6294,3044.87034,3275.05893,2678.68908,2596.3931000000002,2141.50322,2007.67448,2115.88312,1688.4908400000002,1346.35276,2132.4644,1710.8656799999999,2283.03724,2806.72887,2520.95074,2624.14975,2334.25794,2237.00805,1972.97419,1445.17884,1693.9758100000001,2078.81986,2292.74234,2728.62518,2382.20246,2112.5259,2859.7662400000004,2396.0081600000003,2380.2625,2583.93738,2975.90142,2930.8228,1642.6214499999999,2304.04951,2725.66711,3274.65206,2564.6816,2866.51879,2852.4112,3113.8484399999998,2629.2106200000003,3008.3053,2809.88018,2577.76506,2635.63868,2040.5884199999998,2817.3914,2368.13008,2704.88309,2289.78314,3075.15719,2887.41342,3320.73436,2807.0694399999998,2776.14802,3518.5966000000003,2385.79912,2732.8302799999997,2353.67916,2544.35044,2451.55734,2737.2876,2997.44356,3360.2315,2755.52068,3117.5855,1906.94914,2801.9408599999997,1943.75901,2013.6761399999998,2907.92928,3062.96804,3947.28012,3728.50836,3764.85808,3127.38965,3822.53666,3487.6517400000002,2734.9512400000003,2756.5771600000003,2187.1685,2586.4310400000004,2308.93864,1867.37893,2251.4530200000004,2295.49338,2585.25784,2119.81166,2365.08129,2268.19178,2985.9263199999996,2351.39119,1664.3462,1929.7582200000002,2200.0358199999996,1828.2112599999998,2338.07478,2169.03964,2104.27744,1657.9573,1715.8524,1473.5732799999998,1160.5258999999999,2091.0319,1498.1302,1839.22152,1980.3470000000002,1773.8709,1816.3721600000001,1911.13723,3049.31982,2575.83908,2213.63022,2537.93648,2534.01984,1912.04786,1825.24068,1375.91667,2419.0160300000002,2180.4104,2649.6363200000005,2087.1861,2826.095140000001,2944.09296,2824.76666,2694.5134000000003,2618.3930799999994,2988.8620199999996,1733.2785999999999,2306.1519999999996,2203.48151
