País,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023(p),2024(p),Enero a Marzo 2025(p)
Eslovaquia,,0.087648,,,0.071276,0.048216,,,,0.000476,,,,,,0.055423440000000004,,,,,,,0.02686,,,,,,,,,,0.00330676,
Eslovenia,,,,,,,,,0.013629,,,0.05784262,,,0.00286,,,0.027408,0.16844196,0.32451153,0.19856665,0.01544,0.06949322,0.0375878,0.146223,0.263567,0.226,1.74947425,0.779088,0.54552893,0.24412002,0.17746019999999998,1.99838066,0.31218879999999993
Estados Unidos,145.77752,208.24391100000003,353.52603799999997,309.79420700000003,316.775517,258.74451700000003,203.291001,221.66670100000002,192.561699,157.81098426,170.98463424999997,210.97334902999998,332.40348506000004,384.60539958,360.26872338,413.76583103,486.87329317,470.98016475,690.69980082,876.7160780700001,1746.44400558,1213.34924778,2010.8918793300002,1054.30636427,964.7412433200002,617.00713535,504.28825598,434.9297046599999,310.1355307,522.56223598,357.1362756200001,224.22812746,271.49425475,66.17430029000008
Estonia,,,,,,,,,,,,,,0.06311,0.01809111,0.09624995,0.042800000000000005,,,,,0.009,,,0.002584,,,0.00922592,0.042593,,0.28351765,1.3386385799999998,0.04312212,
Etiopia,,,,,,,,,0.000351,0.0003,,0.094782,0.012298,0.025737410000000002,0.12643839999999998,0.0279671,0.01387572,0.11190183,0.0563642,0.0510023,0.0677545,0.06793025,0.1390305,,,0.02085988,,,,,,,,
Filipinas,,,,,,,,,,,,,,,,,,,0.0015181099999999998,0.045946,,,,0.000282,,0.00564,0.094863,0.65899938,0.24548444,0.29552100000000003,0.62269178,0.51580285,0.44357227,0.16628091
Finlandia,0.076044,0.006919,0.016024,0.025524,0.005850999999999999,0.083715,0.002839,0.005017,0.025286999999999997,4.089764,10.288504629999998,6.72423598,4.16608947,0.03991169,0.0532198,0.057887600000000004,0.08413732,0.074798,0.09656692,0.13958548,0.09688706999999999,0.15470593,13.26949511,0.10781749,26.333835339999997,31.3452147,15.74318822,64.30216607999999,37.36817536,31.80472321,25.818288519999996,39.41357066,22.48115035,
Francia,32.036113,20.607298999999998,47.35287000000001,40.655332,4.180439999999999,2.15658,1.584472,1.4477929999999999,1.78152,2.7957938600000003,3.61841932,4.71308825,5.7196633,7.59125721,8.857527319999999,11.59215567,12.87251955,14.725263049999997,17.264076850000002,18.3260122,16.72426384,46.94073830999999,42.21734897999999,23.20061613,22.98658087,18.579822099999998,19.212134900000002,19.167876579999998,13.43618869,17.441132519999996,17.503149399999998,10.88425362,14.79952751,3.0233917899999994
Gabón,,,0.246863,,,,,,,,,,,,,,,0.055575040000000006,0.05462501,,,,,,,,,,0.04381561,0.058474769999999995,0.12717592,0.133026,0.461549,0.245916
Gambia,,,,,,,,,,,,,0.0077,0.014,,,,,,,,,,,,,,,,,,,0.06987399999999999,
Georgia,,,,,,,,,,,,,0.02471812,,,,,,0.0327684,,,,0.18101302,,,,,,,,0.328636,1.2048487,,
Ghana,,,0.04026,,,,,,0.00069,,,,,,,,,,,,0.01940784,,,,,,0.00073,0.042226,,4.647817,0.103361,0.37643020999999993,0.5929187300000001,0.10470811999999999
Granada,,,,,,,,,,,0.00067,,,,,,,,,,,,,,,0.000747,,,,,,,,
Grecia,,0.00189,0.11047,0.111219,0.26398900000000003,0.160365,0.13659300000000002,0.001294,0.050269,0.070497,0.0265608,4.12279879,7.3443446,0.09382366000000002,,0.09606980000000001,0.19414228,0.1579838,0.051798949999999996,,0.19663599999999998,0.029770400000000002,0.5747162,0.45035340999999995,0.17372980000000002,0.30374313999999997,1.4354024699999999,0.8511209900000001,1.75832466,1.1435904,1.2714665900000002,2.0020918,1.60523287,0.1853741
Groenlandia,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.00145,0.001506,,,,,,,
Guadalupe,,,,0.190446,0.33369400000000005,0.035027,,,,,,,,,,,,,0.02712738,,,,,0.16577561,0.056456179999999995,0.10347896,0.07237980000000001,0.1063454,,0.0138,,,0.0276918,0.020428
Guam,,,,,,,,,,,,0.00467852,0.013358619999999998,0.054471950000000005,0.0167309,0.00886572,0.00943828,0.00083613,,,,,,,,,,,,,,,,
Guatemala,,,,,,0.029665,0.00518,0.00515,0.018031,0.2051182,0.32670796,0.15314454,1.52646664,0.44930853,0.5032904800000001,0.2038119,0.06074509999999999,1.33458543,0.4136666,0.34422430000000004,0.22651700999999996,1.9704345900000002,0.17695448000000003,1.36571372,0.6438400899999999,1.15240945,0.9509988799999999,0.9808273500000001,0.96553907,1.7674201100000002,5.3966197,8.981850110000002,4.0130792,1.24756553
Guayana Francesa,,,,,,,,,,,,,,,,,,,0.1665036,0.32022762,,0.001236,0.004446,,,,0.008963,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,0.00594,,,,,,,,,,,,,0.016883,0.11665700000000001,
Guyana,,,,,,,,,,,,0.07205781,0.09475625000000001,0.052168900000000004,,,0.0071165,,,0.2868208,,,,0.0040875,0.376317,,,,,,0.00015,,,
Haití,,,0.023662,,,,,,,0.021462000000000002,0.023789,0.13294045,0.10473435,0.41541379,0.28046412,0.49084860999999996,,0.11627304999999999,0.9099251,0.07121519999999999,0.024,0.46176520000000004,0.047439999999999996,0.048629000000000006,0.0376273,,,0.08612639999999999,0.06663999,0.04943769,0.001284,,,
Honduras,,,,0.005071999999999999,,0.014492,0.006959000000000001,0.052297,0.07341600000000001,0.08357938000000001,0.17691286,0.19249914999999998,0.16548004,0.09369017,0.20002302,0.25473144000000003,0.29852375000000003,0.1411505,0.27750891,0.29039016,0.09141888000000001,0.08943092,0.15735111000000002,0.23693666,0.21747360999999998,0.130376,0.36513834,0.2491023,0.20149181,0.454229,0.13153992,0.24339419,0.08918994999999999,0.043829
Hong Kong,0.017371,0.23636999999999997,0.515792,0.100293,0.001519,0.2715,0.185261,0.294312,0.14992,0.66531434,1.88766202,2.9962069699999994,4.79287019,4.352323330000001,3.49459347,4.54910589,4.09172486,2.42139744,2.4728676,2.9370777,2.7215912500000004,3.7343898299999996,86.7858816,2.2345850900000004,6.25745663,8.89692898,2.9473100000000003,45.905351249999995,106.08606926,12.007020480000003,152.03968705,317.00745487,81.63752319999999,13.434217080000002
Hungría,0.006784,0.009264,0.003718,0.002314,0.001908,,,,,0.001329,,,,,,0.0111564,0.0094022,,,0.0032675,0.0163175,0.019255500000000002,0.0276679,0.0462096,,0.007097,0.0103006,,,,0.0024601999999999996,,,
India,0.69535,0.210725,0.129,0.20468,,0.007,0.00075,0.098237,1.350016,3.0439550700000004,1.02765969,1.5340372599999998,1.48173321,1.0410380700000001,2.5675224,3.23098888,5.119994950000001,3.1691193400000004,5.36727312,11.316750740000002,4.02514728,3.93043739,2.4831026400000002,197.09274503,122.24369010999999,576.2046372400001,740.2893149299999,741.8255553500001,733.7027591,1969.50874025,2439.74981863,1317.8242317499999,370.94901136000004,43.63120207
Indonesia,,,,,,0.137955,,0.37080499999999994,0.046585,0.61459978,0.34859552,0.18684516,1.56059693,0.8345257499999998,0.17845411,0.09991149999999999,0.35408393000000005,0.09412456,0.45534546,0.39289705,0.13233095,,0.0957,0.02237873,0.009391499999999999,0.0568795,0.7866299999999999,1.4829428,2.3628634999999996,6.565555,4.379837,4.1881208899999995,6.723279059999999,0.06993
Irak,,,,,,,,,,,,,,,,,,,,,0.0068,,,,,,,0.108768,,,,0.13006329,,
Irán. Republica Islámica Del,,,,,,,,,,,,,,,,,0.00023,0.33371311000000003,0.06975102,0.20123417,0.03904698,,,,0.0283712,,,,,,,,,
Irlanda (Aire),,,0.016168,0.019368,0.021627999999999998,0.134358,0.062392,0.097468,0.026352,0.052971,0.069189,0.10894432,0.009732699999999999,0.005955,0.0026677000000000003,0.03453945,0.13684649999999998,0.16896,0.08679285,0.22238296000000002,0.34179554,0.42491310000000004,1.9862021199999997,2.65657356,1.3441468799999998,0.46333544,0.0981052,0.07115819,0.0187516,0.09365119999999999,0.62160803,0.12558347,0.735702,
Islandia,,,,0.000448,0.004399999999999999,,,0.001691,0.002249,0.000112,,,,0.00423096,0.00558786,,,,,0.01044321,,,0.00616121,0.0041845,0.000653,0.00082015,0.02300843,,,,,,,
Israel,,,0.0005,0.08571100000000001,0.176079,0.21354199999999998,0.161153,0.46123,0.21263300000000002,0.30379644000000006,0.2718727,0.18897540000000002,0.34569110999999997,0.8516009800000001,1.6795540199999999,1.4722191000000002,2.06765153,3.01964025,3.98717192,5.0214245900000005,5.1713998000000005,5.165601690000001,5.233600320000001,3.30738042,3.6036224800000007,2.3439805899999997,5.2903189799999994,3.15912458,2.42812171,2.12929689,3.1233394000000003,3.32199178,3.3895789299999994,0.51574153
Italia,1.877099,1.041553,3.0180250000000006,6.73726,6.290995000000001,9.606519,8.720087,8.392132,16.591941000000002,13.044459139999999,13.65567392,15.6546809,15.325404699999998,15.38927973,24.42952125,29.44921045,23.54558754,17.64154388,27.178167520000002,39.21211793,54.935256259999996,79.40462496,79.34915570000001,71.57313076,41.38515418,40.43521283,37.87242472,99.57278596,120.52089128999998,268.97119972,181.94592793999996,16.98626252,22.00124565,15.018723539999998
Jamaica,,,,0.01449,0.234522,0.11223000000000001,,,,0.015583,,0.02381927,0.96260833,,0.0100467,0.0108603,,,0.01034,,,4.20502369,0.0502908,0.047432,0.00544712,,,,0.08739042999999999,0.21581276000000002,0.2409,6.33509345,0.1113108,0.072218
Japón,1.41077,2.302681,1.8639329999999998,3.6276699999999997,3.758941,4.078879,3.210088,6.695083999999999,3.4035960000000003,2.75540124,5.842784979999999,18.538056100000002,68.39270669,135.13295152,377.95259197,407.10725367,214.33230028000003,303.48230091000005,460.25901777,539.96899844,441.81376865,417.70355842,432.33546320000005,407.22338348,417.29554371000006,591.5162573900001,673.05771224,720.90282974,529.3519755499999,918.5547545400001,967.8125479,671.2498958900001,716.9544569100001,146.99102878999997
Jordania,,0.037275,,,0.07797599999999999,,,,,,,,0.04251175,,,,0.04332485,0.07531799,0.03029945,0.34790667,0.06978517999999999,0.003703,0.05141282,,,0.05295869,,,0.10498,,0.39096495,,0.09642897,
Kazajstán,,,,,,,,,,,,,,,,0.02712419,0.0143585,0.00290372,0.001177,,,,0.16343,,0.12496,,,0.12781402,4.05662059,20.74472958,3.50272666,,0.128835,
Kenia,,,,,,,,,,,,,,,,8.4e-05,0.00167,0.0012015,,,,,,,,,,2.1e-05,0.0002,,0.02484656,0.08452272,,
Kirguistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8882036799999999,,,
Kuwait,0.033462,,,,,,,,,0.012112,,,,0.009372,,,,,,0.00187646,,,,0.19000249999999996,0.0578035,0.03724129,0.01920994,0.59909007,0.57942618,0.7479676599999999,0.18684816,0.41381904,0.24339356000000004,0.087013
"Laos, Republica Popular Democrática De",,,,,,,,,,,0.0002855,,,,,,,0.26914006,,,,0.0025,,,0.04009314,,,,,,,,,
Letonia,,,,,,,,,,,0.37351599999999996,0.2334948,0.14079999999999998,0.30775,0.26375,0.10383999999999999,0.31982233,0.057512,0.07258689,0.12860932,0.21920447999999998,0.5194559999999999,0.319316,,0.2447372,0.0018304,0.15860532,0.35420799999999997,0.056702,0.24011762,0.55977564,3.04684672,2.92782275,0.3011408
